SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Other,535 NE Bridgeton Rd #5,Portland,OR,97211,174500,1,1,Portland North,880,,1950,21,198,,Active,,,http://www.redfin.com/OR/Portland/535-NE-Bridgeton-Rd-97211/unit-05/home/167061248,RMLS,21690714,N,Y,45.6016604,-122.6595836
MLS Listing,,Condo/Co-op,6722 SE 81st Ave,Portland,OR,97206,279000,3,3.5,Portland Southeast,1329,,2008,21,210,235,Active,,,http://www.redfin.com/OR/Portland/6722-SE-81st-Ave-97206/home/26654946,RMLS,21439615,N,Y,45.4742576,-122.5804325
MLS Listing,,Single Family Residential,9610 SE Market St,Portland,OR,97216,550000,6,4,Portland Southeast,2527,5227,1907,22,218,,Active,,,http://www.redfin.com/OR/Portland/9610-SE-Market-St-97216/home/26441470,RMLS,21646877,N,Y,45.5107394,-122.5639132
MLS Listing,,Condo/Co-op,108 Oswego Smt,Lake Oswego,OR,97035,199900,1,1,OSWEGO SUMMIT,764,,1978,22,262,325,Active,,,http://www.redfin.com/OR/Lake-Oswego/108-Oswego-Smt-97035/home/26402357,RMLS,21137915,N,Y,45.4357525,-122.7142931
MLS Listing,,Single Family Residential,7233 SW Benz Park Ct,Portland,OR,97225,799950,4,3,WEST SLOPE,2464,10454,1940,22,325,,Active,,,http://www.redfin.com/OR/Portland/7233-SW-Benz-Park-Ct-97225/home/26657049,RMLS,21100580,N,Y,45.5031227,-122.7516295
MLS Listing,,Single Family Residential,4031 NE 77th Ave,Portland,OR,97213,469900,2,1,Portland Northeast,1536,3920,1928,22,306,,Active,,,http://www.redfin.com/OR/Portland/4031-NE-77th-Ave-97213/home/26458892,RMLS,21003556,N,Y,45.5521751,-122.5840125
MLS Listing,,Vacant Land,0 S Virginia Pl,Portland,OR,97219,120000,,,"Portland West, Raleigh Hills",,6098,,22,,,Active,,,http://www.redfin.com/OR/Portland/S-Virginia-Ave-97219/unit-6/home/172073064,RMLS,21580669,N,Y,45.472146,-122.674625
MLS Listing,,Vacant Land,0 S Virginia Pl,Portland,OR,97219,100000,,,"Portland West, Raleigh Hills",,5662,,22,,,Active,,,http://www.redfin.com/OR/Portland/S-Virginia-Ave-97219/unit-7/home/172073096,RMLS,21440787,N,Y,45.472063,-122.674496
MLS Listing,,Vacant Land,0 S Virginia Pl,Portland,OR,97219,120000,,,"Portland West, Raleigh Hills",,6098,,22,,,Active,,,http://www.redfin.com/OR/Portland/S-Virginia-Ave-97219/unit-5-6/home/169881928,RMLS,21215331,N,Y,45.472097,-122.674598
MLS Listing,,Vacant Land,0 S Virginia Pl,Portland,OR,97219,85000,,,"Portland West, Raleigh Hills",,4791,,22,,,Active,,,http://www.redfin.com/OR/Portland/S-Virginia-Ave-97219/unit-8/home/172073061,RMLS,21199507,N,Y,45.472123,-122.674578
MLS Listing,,Condo/Co-op,701 NE 28th Ave #35,Portland,OR,97232,280000,1,1,Portland Northeast,682,,1927,22,411,243,Active,,,http://www.redfin.com/OR/Portland/701-NE-28th-Ave-97232/unit-35/home/25754919,RMLS,21500538,N,Y,45.5278155,-122.6374961
MLS Listing,,Single Family Residential,8246 N Fowler Ave,Portland,OR,97217,400000,3,1,UNIVERSITY PARK,960,6534,1955,22,417,,Active,,,http://www.redfin.com/OR/Portland/8246-N-Fowler-Ave-97217/home/26548605,RMLS,21235410,N,Y,45.5830065,-122.7062029
MLS Listing,,Single Family Residential,1619 NE 155th Ave,Portland,OR,97230,400000,3,1.5,Portland Northeast,1341,13939,1952,22,298,,Active,,,http://www.redfin.com/OR/Portland/1619-NE-155th-Ave-97230/home/25788729,RMLS,21595803,N,Y,45.5347007,-122.5042258
MLS Listing,,Single Family Residential,6824 N Commercial Ave,Portland,OR,97217,649000,6,2,Portland North,2276,4356,1947,22,285,,Active,,,http://www.redfin.com/OR/Portland/6824-N-Commercial-Ave-97217/home/26501424,RMLS,21414885,N,Y,45.5724482,-122.670483
MLS Listing,,Townhouse,15144 NW Marianna St,Portland,OR,97229,399900,2,2.5,Bethany Creek Park,1349,871,2018,22,296,281,Active,,,http://www.redfin.com/OR/Portland/15144-NW-Marianna-St-97229/home/144694370,RMLS,21677491,N,Y,45.570127,-122.833105
MLS Listing,,Single Family Residential,7815 SE 120th Pl,Portland,OR,97266,799900,3,3.5,Portland Southeast,3573,9147,2005,22,224,,Active,,,http://www.redfin.com/OR/Portland/7815-SE-120th-Pl-97266/home/25849262,RMLS,21682339,N,Y,45.4666814,-122.5391917
MLS Listing,,Condo/Co-op,15530 NE Knott St #43,Portland,OR,97230,314990,2,2,Portland Northeast,1109,,1999,22,284,365,Active,,,http://www.redfin.com/OR/Portland/15530-NE-Knott-St-97230/unit-43/home/26612739,RMLS,21422857,N,Y,45.5413049,-122.5026358
MLS Listing,,Vacant Land,4410 SW Hewett Blvd,Portland,OR,97221,300000,,,"Portland West, Raleigh Hills",,9583,,22,,,Active,,,http://www.redfin.com/OR/Portland/4410-SW-Hewett-Blvd-97221/home/26477160,RMLS,21578412,N,Y,45.5006468,-122.7222146
MLS Listing,,Townhouse,3952 SE Woodward St,Portland,OR,97202,740000,3,3,RICHMOND,2166,2178,2009,22,342,,Active,,,http://www.redfin.com/OR/Portland/3952-SE-Woodward-St-97202/home/25831073,RMLS,21442426,N,Y,45.5017352,-122.6216105
MLS Listing,,Single Family Residential,3735 SE 148th Ave,Portland,OR,97236,399000,3,1,CENTENNIAL COMMUNITY ASSOCIATI,1292,7840,1971,22,309,,Active,,,http://www.redfin.com/OR/Portland/3735-SE-148th-Ave-97236/home/25861128,RMLS,21420694,N,Y,45.495527,-122.510983
MLS Listing,,Single Family Residential,1925 SE Reedway St,Portland,OR,97202,440000,2,1,Portland Southeast,1210,3484,1917,22,364,,Active,,,http://www.redfin.com/OR/Portland/1925-SE-Reedway-St-97202/home/26540721,RMLS,21177774,N,Y,45.4818635,-122.6457723
MLS Listing,,Single Family Residential,16806 SE Kingsridge Ct,Milwaukie,OR,97267,789000,4,3.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",4241,11325,1994,22,186,,Active,,,http://www.redfin.com/OR/Milwaukie/16806-SE-Kingsridge-Ct-97267/home/25965582,RMLS,21552340,N,Y,45.4025574,-122.5903428
MLS Listing,,Single Family Residential,607 NE 32nd Ave,Portland,OR,97232,889000,4,3,KERNS/LAURELHURST,2758,6969,1924,22,322,,Active,September-4-2021 01:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/OR/Portland/607-NE-32nd-Ave-97232/home/26448322,RMLS,21367989,N,Y,45.5274263,-122.6317166
MLS Listing,,Single Family Residential,12898 NW Bayonne Ln,Portland,OR,97229,689900,4,2.5,BAUER HIGHLANDS,2701,5227,2003,22,255,17,Active,,,http://www.redfin.com/OR/Portland/12898-NW-Bayonne-Ln-97229/home/26711806,RMLS,21373285,N,Y,45.5517638,-122.8097358
MLS Listing,,Single Family Residential,6227 NE 15th Ave,Portland,OR,97211,715000,5,3,Portland Northeast,2033,4791,1890,22,352,,Active,,,http://www.redfin.com/OR/Portland/6227-NE-15th-Ave-97211/unit-A/home/26603771,RMLS,21168328,N,Y,45.5679365,-122.6502858
MLS Listing,,Vacant Land,6221 SE 83rd Ave,Portland,OR,97266,299000,,,Portland Southeast,,3920,,22,,,Active,,,http://www.redfin.com/OR/Portland/6221-SE-83rd-Ave-97266/home/26437107,RMLS,21652444,N,Y,45.4777333,-122.57833
MLS Listing,,Multi-Family (5+ Unit),7437 N Saint Louis Ave,Portland,OR,97203,1850000,3,10,Portland North,5848,,1922,22,316,,Active,,,http://www.redfin.com/OR/Portland/7437-N-Saint-Louis-Ave-97203/home/25890369,RMLS,21594499,N,Y,45.5934229,-122.7570793
MLS Listing,,Condo/Co-op,3601 S River Pkwy #2610,Portland,OR,97239,899000,2,2,"Portland West, Raleigh Hills",1833,,2006,22,490,1050,Active,,,http://www.redfin.com/OR/Portland/3601-S-River-Pkwy-97239/unit-2610/home/25863668,RMLS,21172392,N,Y,45.4968883,-122.6699692
MLS Listing,,Single Family Residential,3118 SE 8th Ave,Portland,OR,97202,625000,4,2.5,Beacon Heights,2136,4356,2006,22,293,,Active,,,http://www.redfin.com/OR/Portland/3118-SE-8th-Ave-97202/home/26596187,RMLS,21157489,N,Y,45.5005964,-122.6575096
MLS Listing,,Condo/Co-op,3525 NE 50th Ave #311,Portland,OR,97213,400000,1,1,Portland Northeast,790,,2007,22,506,248,Active,,,http://www.redfin.com/OR/Portland/3525-NE-50th-Ave-97213/unit-311/home/25746509,RMLS,21104699,N,Y,45.5484007,-122.611403
MLS Listing,,Condo/Co-op,1410 SW 11th Ave #303,Portland,OR,97201,209900,0,1,CULTURAL ARTS DISTRICT,453,,2003,22,463,256,Active,,,http://www.redfin.com/OR/Portland/1410-SW-11th-Ave-97201/unit-303/home/26552712,RMLS,21404135,N,Y,45.5153649,-122.6853881
MLS Listing,,Single Family Residential,4828 SE Ogden St,Portland,OR,97206,435000,2,1,Portland Southeast,1501,4791,1915,22,290,,Active,September-4-2021 01:00 PM,September-4-2021 03:00 PM,http://www.redfin.com/OR/Portland/4828-SE-Ogden-St-97206/home/26458950,RMLS,21457489,N,Y,45.4710044,-122.613371
MLS Listing,,Single Family Residential,5215 SW 26th Dr,Portland,OR,97239,635000,3,2,"Portland West, Raleigh Hills",1788,11761,1949,22,355,,Active,,,http://www.redfin.com/OR/Portland/5215-SW-26th-Dr-97239/home/25851608,RMLS,21520861,N,Y,45.4853893,-122.7069731
MLS Listing,,Single Family Residential,5602 NE 13th Ave,Portland,OR,97211,635000,3,2,VERNON,2629,4791,1926,22,242,,Active,,,http://www.redfin.com/OR/Portland/5602-NE-13th-Ave-97211/home/26599543,RMLS,21344739,N,Y,45.5634481,-122.6518429
MLS Listing,,Single Family Residential,6774 SW Alden St,Portland,OR,97223,695000,3,2.5,MOONSHADOW,2487,8276,1986,22,279,,Active,,,http://www.redfin.com/OR/Portland/6774-SW-Alden-St-97223/home/26682462,RMLS,21536569,N,Y,45.4596954,-122.746424
MLS Listing,,Single Family Residential,3236 NE Ainsworth St,Portland,OR,97211,999900,5,3,Concordia/Alberta Arts Dist.,4546,10890,1935,22,220,,Active,,,http://www.redfin.com/OR/Portland/3236-NE-Ainsworth-St-97211/home/26313317,RMLS,21499791,N,Y,45.566076,-122.632077
MLS Listing,,Single Family Residential,4391 SW Fraser Ave,Portland,OR,97225,719000,3,2.5,RALEIGH HILLS/BRIDLEMILE,1915,10018,1958,23,375,,Active,,,http://www.redfin.com/OR/Portland/4391-SW-Fraser-Ave-97225/home/26692944,RMLS,21466098,N,Y,45.4895931,-122.7465726
MLS Listing,,Single Family Residential,3010 SE 62nd Ave SE,Portland,OR,97206,749900,4,2.5,SOUTH TABOR,2266,4356,2021,23,331,,Active,,,http://www.redfin.com/OR/Portland/3010-SE-62nd-Ave-97206/home/175369780,RMLS,21432547,N,Y,45.5006685,-122.5991895
MLS Listing,,Mobile/Manufactured Home,3500 SE Concord Rd #54,Milwaukie,OR,97267,29999,1,1,Concord Terrace,520,,1970,23,58,,Active,,,http://www.redfin.com/OR/Milwaukie/3500-SE-Concord-Rd-97267/unit-54/home/25959789,RMLS,21462052,N,Y,45.4073669,-122.6269137
MLS Listing,,Single Family Residential,10838 NW Ridge Rd,Portland,OR,97229,849000,4,2.5,NW Washington Co or Sauvie Island,2921,5227,2011,23,291,,Active,,,http://www.redfin.com/OR/Portland/10838-NW-Ridge-Rd-97229/home/39988817,RMLS,21028871,N,Y,45.5418913,-122.7881801
MLS Listing,,Single Family Residential,8316 SW 2nd Ave,Portland,OR,97219,575000,3,2.5,South Burlingame,2336,4791,1982,23,246,,Active,September-4-2021 01:00 PM,September-4-2021 03:00 PM,http://www.redfin.com/OR/Portland/8316-SW-2nd-Ave-97219/home/26527089,RMLS,21412556,N,Y,45.4645698,-122.6801025
MLS Listing,,Single Family Residential,3112 SW Collins Ct,Portland,OR,97219,739000,4,2.5,MARKHAM,3324,8276,2003,23,222,,Active,,,http://www.redfin.com/OR/Portland/3112-SW-Collins-Ct-97219/home/25823414,RMLS,21674534,N,Y,45.455563,-122.709386
MLS Listing,,Single Family Residential,3523 NE 119th Ave,Portland,OR,97220,540000,4,3,PARKROSE,2579,9147,1960,23,209,,Active,,,http://www.redfin.com/OR/Portland/3523-NE-119th-Ave-97220/home/25813800,RMLS,21340922,N,Y,45.5484855,-122.5411242
MLS Listing,,Single Family Residential,5923 Bay Point Dr,Lake Oswego,OR,97035,899900,5,3,Westlake - Bay Creek Estates,3187,6098,1990,23,282,,Active,,,http://www.redfin.com/OR/Lake-Oswego/5923-Bay-Point-Dr-97035/home/26040854,RMLS,21372578,N,Y,45.4323288,-122.7373144
MLS Listing,,Single Family Residential,3614 SE 10th Ave,Portland,OR,97202,650000,3,1.5,Portland Southeast,2287,4356,1909,23,284,,Active,,,http://www.redfin.com/OR/Portland/3614-SE-10th-Ave-97202/home/26333108,RMLS,21364958,N,Y,45.4967019,-122.655564
MLS Listing,,Single Family Residential,1910 NE 126th Pl,Portland,OR,97230,489900,3,1,Portland Northeast,1041,8712,1955,23,471,,Active,,,http://www.redfin.com/OR/Portland/1910-NE-126th-Pl-97230/home/26645681,RMLS,21290515,N,Y,45.5363151,-122.5325906
MLS Listing,,Single Family Residential,9647 SE Knight St,Portland,OR,97266,300000,2,1,Portland Southeast,896,3920,1910,23,335,,Active,,,http://www.redfin.com/OR/Portland/9647-SE-Knight-St-97266/home/26515107,RMLS,21238522,N,Y,45.4801312,-122.5639805
MLS Listing,,Single Family Residential,16344 NE Everett Ct,Portland,OR,97230,440000,3,2,Portland Northeast,1496,6969,1964,23,294,,Active,,,http://www.redfin.com/OR/Portland/16344-NE-Everett-Ct-97230/home/26440598,RMLS,21687450,N,Y,45.5250449,-122.494325
MLS Listing,,Single Family Residential,4304 SE 65th Ave,Portland,OR,97206,585000,3,2,FOSTER-POWELL NEIGHBORHOOD,2165,3920,1906,23,270,,Active,,,http://www.redfin.com/OR/Portland/4304-SE-65th-Ave-97206/home/26315580,RMLS,21360113,N,Y,45.4914208,-122.5961141
MLS Listing,,Condo/Co-op,2903 NE 151st Ave,Portland,OR,97230,285000,2,2,JASPER HEIGHTS,1638,,1977,23,174,457,Active,,,http://www.redfin.com/OR/Portland/2903-NE-151st-Ave-97230/unit-27-B/home/26313281,RMLS,21678771,N,Y,45.5441711,-122.5069257
MLS Listing,,Single Family Residential,8015 SE 52nd Ave,Portland,OR,97206,399999,3,2,Portland Southeast,1050,5227,1977,23,381,,Active,,,http://www.redfin.com/OR/Portland/8015-SE-52nd-Ave-97206/home/25825029,RMLS,21305606,N,Y,45.4653406,-122.6102968
MLS Listing,,Single Family Residential,4611 SE 44th Ave,Portland,OR,97206,559000,3,2,WOODSTOCK,1775,4791,1913,23,315,,Active,,,http://www.redfin.com/OR/Portland/4611-SE-44th-Ave-97206/home/26604279,RMLS,21011291,N,Y,45.4892891,-122.6170281
MLS Listing,,Single Family Residential,4865 NW Allenbach Pl,Portland,OR,97229,649000,4,2.5,NW Washington Co or Sauvie Island,2026,6969,1988,23,320,14,Active,,,http://www.redfin.com/OR/Portland/4865-NW-Allenbach-Pl-97229/home/25769600,RMLS,21369289,N,Y,45.554657,-122.858331
MLS Listing,,Single Family Residential,7 NE Marine Dr,Portland,OR,97211,575000,3,4.5,BRIDGETON,2280,17424,1955,23,252,,Active,,,http://www.redfin.com/OR/Portland/7-NE-Marine-Dr-97211/home/26347829,RMLS,21503506,N,Y,45.6014696,-122.666224
MLS Listing,,Single Family Residential,920 NE 117th Ave,Portland,OR,97220,590000,5,3,Portland Northeast,3012,10890,1955,23,196,,Active,,,http://www.redfin.com/OR/Portland/920-NE-117th-Ave-97220/home/26573479,RMLS,21331790,N,Y,45.5293333,-122.541804
MLS Listing,,Condo/Co-op,14915 NE Sacramento St #12,Portland,OR,97230,269800,2,2,GLENWOOD PLACE CONDOMINIUM,1128,,1984,23,239,250,Active,,,http://www.redfin.com/OR/Portland/14915-NE-Sacramento-St-97230/unit-12/home/26482392,RMLS,21295701,N,Y,45.5407792,-122.5090902
MLS Listing,,Single Family Residential,11905 SW 60th Ave,Portland,OR,97219,1149000,4,3.5,"Portland West, Raleigh Hills",4018,10454,2002,23,286,,Active,,,http://www.redfin.com/OR/Portland/11905-SW-60th-Ave-97219/home/26545340,RMLS,21442015,N,Y,45.4395156,-122.7388315
MLS Listing,,Single Family Residential,1927 NE 16th Ave,Portland,OR,97212,1349000,5,4,Irvington,4201,4791,1894,23,321,,Active,,,http://www.redfin.com/OR/Portland/1927-NE-16th-Ave-97212/home/26534856,RMLS,21304690,N,Y,45.5369016,-122.6497421
MLS Listing,,Single Family Residential,7454 N Haven Ave,Portland,OR,97203,649900,5,2,UNIVERSITY PARK,2663,4791,1906,23,244,,Active,,,http://www.redfin.com/OR/Portland/7454-N-Haven-Ave-97203/home/25891351,RMLS,21546164,N,Y,45.5802813,-122.7203311
MLS Listing,,Condo/Co-op,255 SW Harrison St Unit 1A,Portland,OR,97201,288800,2,1,"PSU, SOUTH DOWNTOWN, OHSU",947,,1965,23,305,667,Active,,,http://www.redfin.com/OR/Portland/255-SW-Harrison-St-97201/unit-1A/home/26614798,RMLS,21353236,N,Y,45.5104389,-122.6793503
MLS Listing,,Single Family Residential,149 NE 201st Ave,Portland,OR,97230,479999,3,2,Portland Southeast,1704,5227,2001,23,282,,Active,,,http://www.redfin.com/OR/Portland/149-NE-201st-Ave-97230/home/26612585,RMLS,21573380,N,Y,45.5236935,-122.4567796
MLS Listing,,Single Family Residential,3915 SE Main St,Portland,OR,97214,674000,5,3,SUNNYSIDE,2989,4356,1907,23,225,,Active,,,http://www.redfin.com/OR/Portland/3915-SE-Main-St-97214/home/26557900,RMLS,21576813,N,Y,45.5137747,-122.6225432
MLS Listing,,Vacant Land,0 SW Mcdonnell Ter,Portland,OR,97239,125000,,,"Portland West, Raleigh Hills",,12632,,23,,,Active,,,http://www.redfin.com/OR/Portland/5336-SW-Beaverton-Hillsdale-Hwy-97221/home/166934658,RMLS,21226073,N,Y,45.4866866,-122.7323961
MLS Listing,,Single Family Residential,4442 SW Galeburn St,Portland,OR,97219,400000,2,1,WEST PORTLAND PARK,1434,2613,1934,23,279,,Active,,,http://www.redfin.com/OR/Portland/4442-SW-Galeburn-St-97219/home/25751392,RMLS,21342947,N,Y,45.4491574,-122.722877
MLS Listing,,Single Family Residential,9145 SE Rainbow Cir,Milwaukie,OR,97222,445000,3,2,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1482,9583,1962,23,300,,Active,,,http://www.redfin.com/OR/Milwaukie/9145-SE-Rainbow-Cir-97222/home/26034412,RMLS,21513730,N,Y,45.4567793,-122.6111541
MLS Listing,,Condo/Co-op,1420 NW Lovejoy St #332,Portland,OR,97209,634500,2,2,PEARL DISTRICT,1421,,1910,23,447,769,Active,,,http://www.redfin.com/OR/Portland/1420-NW-Lovejoy-St-97209/unit-332/home/25753904,RMLS,21232825,N,Y,45.5299226,-122.6860554
MLS Listing,,Condo/Co-op,1910 SW 18th Ave #24,Portland,OR,97201,275000,1,1,GOOSE HOLLOW,613,,1990,23,449,286,Active,,,http://www.redfin.com/OR/Portland/1910-SW-18th-Ave-97201/unit-24/home/25737081,RMLS,21214754,N,Y,45.5139724,-122.6945964
MLS Listing,,Single Family Residential,212 NE 166th Ave,Gresham,OR,97230,425000,4,2,Portland Northeast,1728,9147,1964,23,246,,Active,,,http://www.redfin.com/OR/Portland/212-NE-166th-Ave-97230/home/26440144,RMLS,21320577,N,Y,45.524197,-122.4918312
MLS Listing,,Single Family Residential,13661 NW Stonebridge Dr,Portland,OR,97229,809000,4,3,NW Washington Co or Sauvie Island,2862,6969,2003,23,283,29,Active,September-4-2021 02:00 PM,September-4-2021 04:00 PM,http://www.redfin.com/OR/Portland/13661-NW-Stonebridge-Dr-97229/home/26696581,RMLS,21386461,N,Y,45.5484661,-122.8177953
MLS Listing,,Condo/Co-op,6400 N Montana Ave Unit B,Portland,OR,97217,399000,2,2,Portland North,1024,,2018,23,390,181,Active,,,http://www.redfin.com/OR/Portland/6400-N-Montana-Ave-97217/unit-B/home/170024490,RMLS,21558382,N,Y,45.5692585,-122.6798081
MLS Listing,,Condo/Co-op,1001 NW Lovejoy St #1501,Portland,OR,97209,1690000,3,2.5,PEARL DISTRICT / METROPOLITAN,1881,,2006,23,898,1218,Active,,,http://www.redfin.com/OR/Portland/1001-NW-Lovejoy-St-97209/unit-1501/home/25839710,RMLS,21647454,N,Y,45.5306037,-122.6816394
MLS Listing,,Single Family Residential,335 NE 92nd Ave,Portland,OR,97220,589000,3,2,Portland Northeast,2420,7405,1952,23,243,,Active,,,http://www.redfin.com/OR/Portland/335-NE-92nd-Ave-97220/home/26508551,RMLS,21613284,N,Y,45.5254916,-122.5696675
MLS Listing,,Single Family Residential,10119 NE Shaver St,Portland,OR,97220,580000,3,2,Maywood Park,2845,7405,1942,23,204,,Active,September-5-2021 01:00 PM,September-5-2021 03:00 PM,http://www.redfin.com/OR/Portland/10119-NE-Shaver-St-97220/home/26460322,RMLS,21499712,N,Y,45.5522096,-122.5585539
MLS Listing,,Condo/Co-op,707 N Hayden Island Dr #226,Portland,OR,97217,400000,2,2,Portland North,1798,,2006,23,222,698,Active,,,http://www.redfin.com/OR/Portland/707-N-Hayden-Island-Dr-97217/unit-226/home/26646821,RMLS,21272896,N,Y,45.6115646,-122.672173
MLS Listing,,Single Family Residential,3225 NE 40th Ave,Portland,OR,97212,655000,3,2,Portland Northeast,1601,4791,1921,23,409,,Active,September-4-2021 11:00 AM,September-4-2021 01:00 PM,http://www.redfin.com/OR/Portland/3225-NE-40th-Ave-97212/home/26531900,RMLS,21304416,N,Y,45.5465648,-122.6221266
MLS Listing,,Single Family Residential,7041 SE Taggart St,Portland,OR,97206,439500,2,1,Portland Southeast,672,4791,1954,24,654,,Active,,,http://www.redfin.com/OR/Portland/7041-SE-Taggart-St-97206/home/26575818,RMLS,21567246,N,Y,45.5026164,-122.5907564
MLS Listing,,Single Family Residential,3540 NE Klickitat St,Portland,OR,97212,1595000,4,3.5,Portland Northeast,4664,8276,1948,24,342,,Active,,,http://www.redfin.com/OR/Portland/3540-NE-Klickitat-St-97212/home/26391989,RMLS,21237166,N,Y,45.5466044,-122.6271407
MLS Listing,,Condo/Co-op,4980 S Landing Dr #104,Portland,OR,97239,380000,2,2,John's Landing,913,,1988,24,416,423,Active,,,http://www.redfin.com/OR/Portland/4980-S-Landing-Dr-97239/unit-104/home/26550619,RMLS,21656658,N,Y,45.4874324,-122.6743619
MLS Listing,,Single Family Residential,1915 NE 134th Pl,Portland,OR,97230,529000,4,3,Portland Northeast,2612,13068,1954,24,203,,Active,September-5-2021 01:00 PM,September-5-2021 04:00 PM,http://www.redfin.com/OR/Portland/1915-NE-134th-Pl-97230/home/26327066,RMLS,21547351,N,Y,45.5365675,-122.5247847
MLS Listing,,Single Family Residential,4534 NE 84th Ave,Portland,OR,97220,350000,2,1,Roseway2,1584,4791,1927,24,221,,Active,,,http://www.redfin.com/OR/Portland/4534-NE-84th-Ave-97220/home/26463329,RMLS,21600606,N,Y,45.5559669,-122.5763888
MLS Listing,,Multi-Family (2-4 Unit),4804 SE 76th Ave,Portland,OR,97206,628000,4,2,FOSTER - POWELL,1630,,1910,24,385,,Active,,,http://www.redfin.com/OR/Portland/4804-SE-76th-Ave-97206/home/26306663,RMLS,21266985,N,Y,45.4879011,-122.5848318
MLS Listing,,Single Family Residential,13823 NW Glendoveer Dr,Portland,OR,97231,1395000,4,5.5,"Portland West, Raleigh Hills",6939,50093,2001,24,201,56,Active,,,http://www.redfin.com/OR/Portland/13823-NW-Glendoveer-Dr-97231/home/26527334,RMLS,21167550,N,Y,45.5967222,-122.8203333
MLS Listing,,Vacant Land,12279 SE Ridgecrest Rd,Happy Valley,OR,97086,425000,,,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",,21344,,24,,,Active,,,http://www.redfin.com/OR/Happy-Valley/12279-SE-Ridgecrest-Rd-97086/home/165428205,RMLS,21111441,N,Y,45.4540914,-122.5374644
MLS Listing,,Single Family Residential,16835 NW Pauly Rd,Portland,OR,97231,985000,3,2,"Portland West, Raleigh Hills",1926,409899,1908,24,511,,Active,,,http://www.redfin.com/OR/Portland/16835-NW-Pauly-Rd-97231/home/166028480,RMLS,21092370,N,Y,45.6174911,-122.8504634
MLS Listing,,Single Family Residential,13125 SE Sherman St,Portland,OR,97233,499900,3,2.5,Portland Southeast,2420,4791,2008,24,207,,Active,,,http://www.redfin.com/OR/Portland/13125-SE-Sherman-St-97233/home/26454160,RMLS,21509131,N,Y,45.5059197,-122.5278212
MLS Listing,,Condo/Co-op,14952 NE Rose Pkwy,Portland,OR,97230,299950,3,3,JASPER HEIGHTS,1896,,1978,24,158,546,Active,,,http://www.redfin.com/OR/Portland/14952-NE-Rose-Pkwy-97230/unit-39-A/home/26627468,RMLS,21247844,N,Y,45.5449536,-122.5088448
MLS Listing,,Single Family Residential,3820 SE 112th Ave,Portland,OR,97266,329000,3,1,POWELLHURST - GILBERT,2166,9583,1949,24,152,,Active,,,http://www.redfin.com/OR/Portland/3820-SE-112th-Ave-97266/home/26326923,RMLS,21138355,N,Y,45.4947303,-122.5477123
MLS Listing,,Condo/Co-op,841 S Gaines St #506,Portland,OR,97239,1295000,2,2.5,ATWATER/SOUTH WATERFRONT,1996,,2007,24,649,1260,Active,,,http://www.redfin.com/OR/Portland/841-S-Gaines-St-97239/unit-506/home/25811995,RMLS,21514697,N,Y,45.4965922,-122.668604
MLS Listing,,Single Family Residential,7925 SW Obrien St,Portland,OR,97223,635000,4,2,"Portland West, Raleigh Hills",1735,10890,1950,24,366,,Active,,,http://www.redfin.com/OR/Portland/7925-SW-Obrien-St-97223/home/26681797,RMLS,21042100,N,Y,45.4642012,-122.7584641
MLS Listing,,Condo/Co-op,2129 NE Clackamas St #2,Portland,OR,97232,309900,2,1,SULLIVANS GULCH,970,,1950,24,319,440,Active,,,http://www.redfin.com/OR/Portland/2129-NE-Clackamas-St-97232/unit-2/home/25746803,RMLS,21461042,N,Y,45.5330384,-122.6442545
MLS Listing,,Condo/Co-op,744 NW Westover Sq,Portland,OR,97210,649000,1,1,WESTOVER TERRACES,1436,,1981,24,452,841,Active,,,http://www.redfin.com/OR/Portland/744-NW-Westover-Sq-97210/home/26387408,RMLS,21651292,N,Y,45.5275057,-122.7025764
MLS Listing,,Townhouse,412 N Alberta St,Portland,OR,97217,640000,3,3.5,HUMBOLDT,1860,1306,2017,24,344,,Active,,,http://www.redfin.com/OR/Portland/412-N-Alberta-St-97217/unit-A/home/109514644,RMLS,21483637,N,Y,45.558945,-122.670444
MLS Listing,,Single Family Residential,5237 SE 109th Ave,Portland,OR,97266,525900,4,2.5,Portland Southeast,2009,4791,2014,24,262,,Active,,,http://www.redfin.com/OR/Portland/5237-SE-109th-Ave-97266/home/52909023,RMLS,21433334,N,Y,45.4842177,-122.5515327
